ONEW,Tc,NTC,Out,,,,,,,,,-14.197,14651.5
26.94,28.79,843.92,10, ,26.91,28.967619047619,27.9388095238095,843.690476190476,2694,2879,2670.36776,-0.23632239999999,-2.08632239999999
26.94,28.87,843.95,10, ,26.9038095238095,28.9619047619048,27.9328571428571,843.738095238095,2694,2887,2669.94185,-0.240581500000007,-2.17058150000001
26.87,28.92,843.97,10, ,26.897619047619,28.9485714285714,27.9230952380952,843.785714285714,2687,2892,2669.65791,-0.173420900000001,-2.2234209
26.87,28.85,843.98,10, ,26.8914285714286,28.95,27.9207142857143,843.833333333333,2687,2885,2669.51594,-0.174840599999989,-2.15484059999999
26.87,28.91,843.99,10, ,26.8852380952381,28.9419047619048,27.9135714285714,843.9,2687,2891,2669.37397,-0.176260299999994,-2.21626029999999
26.87,29.05,843.99,10, ,26.8790476190476,28.9319047619048,27.9054761904762,843.94,2687,2905,2669.37397,-0.176260299999994,-2.35626029999999
26.87,29.03,844,10, ,26.8728571428571,28.9304761904762,27.9016666666667,843.982857142857,2687,2903,2669.232,-0.17768,-2.33768
26.87,29.02,844,10, ,26.8666666666667,28.92,27.8933333333333,844.028095238095,2687,2902,2669.232,-0.17768,-2.32768
26.87,29.01,844,10, ,26.8604761904762,28.9138095238095,27.8871428571429,844.074285714286,2687,2901,2669.232,-0.17768,-2.31768
26.87,28.91,844,10, ,26.8542857142857,28.9004761904762,27.877380952381,844.120952380952,2687,2891,2669.232,-0.17768,-2.21768
26.87,28.94,844,10, ,26.8480952380952,28.9019047619048,27.875,844.167619047619,2687,2894,2669.232,-0.17768,-2.24768
26.81,28.87,844,10, ,26.8390476190476,28.907619047619,27.8733333333333,844.214761904762,2681,2887,2669.232,-0.11768,-2.17768
26.81,28.82,844,10, ,26.83,28.9066666666667,27.8683333333333,844.262380952381,2681,2882,2669.232,-0.11768,-2.12768
26.81,28.89,844,10, ,26.8242857142857,28.9061904761905,27.8652380952381,844.31,2681,2889,2669.232,-0.11768,-2.19768
26.81,28.84,844.4,10, ,26.8185714285714,28.9057142857143,27.8621428571429,844.338571428571,2681,2884,2663.5532,-0.174467999999997,-2.204468
26.81,28.9,844.24,10, ,26.8128571428571,28.9009523809524,27.8569047619048,844.374761904762,2681,2890,2665.82472,-0.151752799999995,-2.24175279999999
26.81,28.94,844.54,10, ,26.8071428571429,28.8880952380952,27.847619047619,844.415714285714,2681,2894,2661.56562,-0.194343799999988,-2.32434379999999
26.81,28.86,844.33,10, ,26.8014285714286,28.8757142857143,27.8385714285714,844.459047619048,2681,2886,2664.54699,-0.164530099999993,-2.21453009999999
26.81,28.92,844.6,10, ,26.7957142857143,28.8633333333333,27.8295238095238,844.504285714286,2681,2892,2660.7138,-0.202862000000005,-2.312862
26.81,28.75,844.76,10, ,26.79,28.8561904761905,27.8230952380952,844.550476190476,2681,2875,2658.44228,-0.225577199999989,-2.16557719999999
26.81,28.85,844.85,10, ,26.7842857142857,28.8514285714286,27.8178571428571,844.597142857143,2681,2885,2657.16455,-0.238354500000005,-2.2783545
26.75,28.91,844.91,10, ,26.7757142857143,28.8490476190476,27.8123809523809,844.644285714286,2675,2891,2656.31273,-0.186872699999985,-2.34687269999999
26.75,28.85,844.95,10, ,26.77,28.837619047619,27.8038095238095,844.691428571429,2675,2885,2655.74485,-0.19255149999999,-2.29255149999999
26.75,28.91,844.97,10, ,26.7642857142857,28.8261904761905,27.7952380952381,844.739047619047,2675,2891,2655.46091,-0.195390900000002,-2.3553909
26.75,28.84,844.58,10, ,26.7585714285714,28.8147619047619,27.7866666666667,844.786666666667,2675,2884,2660.99774,-0.140022599999993,-2.23002259999999
26.75,28.81,844.75,10, ,26.7528571428571,28.8028571428571,27.7778571428571,844.815238095238,2675,2881,2658.58425,-0.164157500000001,-2.2241575
26.75,28.78,844.85,10, ,26.7471428571429,28.7909523809524,27.7690476190476,844.851428571429,2675,2878,2657.16455,-0.178354500000005,-2.2083545
26.75,28.77,844.91,10, ,26.7414285714286,28.7742857142857,27.7578571428571,844.873333333334,2675,2877,2656.31273,-0.186872699999985,-2.20687269999999
26.75,28.76,844.95,10, ,26.7357142857143,28.7647619047619,27.7502380952381,844.905238095238,2675,2876,2655.74485,-0.19255149999999,-2.20255149999999
26.75,28.86,844.97,10, ,26.73,28.7538095238095,27.7419047619048,844.924285714286,2675,2886,2655.46091,-0.195390900000002,-2.3053909
26.75,28.81,844.98,10, ,26.7242857142857,28.752380952381,27.7383333333333,844.935714285714,2675,2881,2655.31894,-0.19681059999999,-2.25681059999999
26.69,28.89,844.99,10, ,26.7185714285714,28.7466666666667,27.7326190476191,844.942857142857,2669,2889,2655.17697,-0.138230299999996,-2.3382303
26.69,28.63,844.99,10, ,26.7123809523809,28.7385714285714,27.7254761904762,844.947142857143,2669,2863,2655.17697,-0.138230299999996,-2.0782303
26.69,28.58,845,10, ,26.7061904761905,28.7380952380952,27.7221428571429,844.949523809524,2669,2858,2655.035,-0.139650000000001,-2.02965
26.69,28.65,845,10, ,26.7,28.7380952380952,27.7190476190476,844.950952380952,2669,2865,2655.035,-0.139650000000001,-2.09965
26.69,28.59,845,10, ,26.6938095238095,28.7333333333333,27.7135714285714,844.970952380952,2669,2859,2655.035,-0.139650000000001,-2.03965
26.69,28.65,845,10, ,26.687619047619,28.7304761904762,27.7090476190476,844.982857142857,2669,2865,2655.035,-0.139650000000001,-2.09965
26.69,28.59,845,10, ,26.6814285714286,28.7147619047619,27.6980952380952,844.99,2669,2859,2655.035,-0.139650000000001,-2.03965
26.69,28.66,845,10, ,26.6752380952381,28.71,27.692619047619,844.994285714286,2669,2866,2655.035,-0.139650000000001,-2.10965
26.69,28.69,845,10, ,26.6690476190476,28.702380952381,27.6857142857143,844.996666666667,2669,2869,2655.035,-0.139650000000001,-2.13965
26.69,28.72,845,10, ,26.6628571428571,28.6928571428571,27.6778571428571,844.998095238095,2669,2872,2655.035,-0.139650000000001,-2.16965
26.69,28.73,845,10, ,26.6566666666667,28.687619047619,27.6721428571429,844.999047619048,2669,2873,2655.035,-0.139650000000001,-2.17965
26.62,28.74,845,10, ,26.6533333333333,28.6652380952381,27.6592857142857,845.018571428572,2662,2874,2655.035,-0.069650000000002,-2.18965
26.62,28.84,845,10, ,26.65,28.6566666666667,27.6533333333333,845.030476190476,2662,2884,2655.035,-0.069650000000002,-2.28965
26.62,28.91,845,10, ,26.6438095238095,28.6466666666667,27.6452380952381,845.056190476191,2662,2891,2655.035,-0.069650000000002,-2.35965
26.62,28.74,845,10, ,26.637619047619,28.6357142857143,27.6366666666667,845.090952380952,2662,2874,2655.035,-0.069650000000002,-2.18965
26.62,28.75,845,10, ,26.6314285714286,28.6290476190476,27.6302380952381,845.130952380952,2662,2875,2655.035,-0.069650000000002,-2.19965
26.62,28.45,845,10, ,26.6252380952381,28.6252380952381,27.6252380952381,845.17380952381,2662,2845,2655.035,-0.069650000000002,-1.89965
26.62,28.67,845,10, ,26.6190476190476,28.6228571428571,27.6209523809524,845.218571428571,2662,2867,2655.035,-0.069650000000002,-2.11965
26.62,28.6,845,10, ,26.6128571428571,28.6166666666667,27.6147619047619,845.264285714286,2662,2860,2655.035,-0.069650000000002,-2.04965
26.62,28.66,845,10, ,26.6066666666667,28.6038095238095,27.6052380952381,845.310952380953,2662,2866,2655.035,-0.069650000000002,-2.10965
26.62,28.7,845,10, ,26.6004761904762,28.5957142857143,27.5980952380952,845.358095238095,2662,2870,2655.035,-0.069650000000002,-2.14965
26.62,28.42,845.4,10, ,26.5942857142857,28.5861904761905,27.5902380952381,845.405238095238,2662,2842,2649.3562,-0.126437999999998,-1.926438
26.62,28.45,845.24,10, ,26.5914285714286,28.5804761904762,27.5859523809524,845.452857142857,2662,2845,2651.62772,-0.103722799999996,-1.9337228
26.56,28.37,845.54,10, ,26.5885714285714,28.5723809523809,27.5804761904762,845.500476190476,2656,2837,2647.36862,-0.086313799999989,-1.89631379999999
26.56,28.42,845.73,10, ,26.5828571428571,28.562380952381,27.5726190476191,845.548095238095,2656,2842,2644.67119,-0.113288099999991,-1.97328809999999
26.56,28.45,845.84,10, ,26.5771428571429,28.5566666666667,27.5669047619048,845.595714285714,2656,2845,2643.10952,-0.1289048,-2.0189048
26.56,28.57,845.9,10, ,26.5714285714286,28.5433333333333,27.557380952381,845.643333333334,2656,2857,2642.2577,-0.137422999999999,-2.147423
26.56,28.54,845.94,10, ,26.5657142857143,28.5447619047619,27.5552380952381,845.690952380953,2656,2854,2641.68982,-0.143101800000004,-2.1231018
26.56,28.53,845.96,10, ,26.56,28.5361904761905,27.5480952380952,845.738571428572,2656,2853,2641.40588,-0.145941199999997,-2.1159412
26.56,28.42,845.98,10, ,26.5542857142857,28.5261904761905,27.5402380952381,845.786190476191,2656,2842,2641.12194,-0.148780599999991,-2.00878059999999
26.56,28.55,845.99,10, ,26.5485714285714,28.5157142857143,27.5321428571429,845.83380952381,2656,2855,2640.97997,-0.150200299999997,-2.1402003
26.56,28.53,845.99,10, ,26.5428571428571,28.5090476190476,27.5259523809524,845.881428571429,2656,2853,2640.97997,-0.150200299999997,-2.1202003
26.56,28.62,846,10, ,26.5371428571429,28.51,27.5235714285714,845.91,2656,2862,2640.838,-0.151619999999984,-2.21161999999998
26.56,28.67,846,10, ,26.5285714285714,28.5057142857143,27.5171428571429,845.946190476191,2656,2867,2640.838,-0.151619999999984,-2.26161999999998
26.5,28.7,846,10, ,26.5257142857143,28.5080952380952,27.5169047619048,845.968095238095,2650,2870,2640.838,-0.091619999999985,-2.29161999999998
26.5,28.62,846,10, ,26.52,28.5142857142857,27.5171428571429,845.980952380952,2650,2862,2640.838,-0.091619999999985,-2.21161999999998
26.5,28.47,846,10, ,26.5142857142857,28.5228571428571,27.5185714285714,845.988571428572,2650,2847,2640.838,-0.091619999999985,-2.06161999999998
26.5,28.48,846,10, ,26.5085714285714,28.5280952380952,27.5183333333333,845.993333333333,2650,2848,2640.838,-0.091619999999985,-2.07161999999998
26.5,28.49,846,10, ,26.5028571428571,28.5314285714286,27.5171428571429,845.99619047619,2650,2849,2640.838,-0.091619999999985,-2.08161999999998
26.5,28.39,846,10, ,26.4971428571429,28.5328571428571,27.515,845.998095238095,2650,2839,2640.838,-0.091619999999985,-1.98161999999998
26.5,28.44,846,10, ,26.4914285714286,28.5338095238095,27.512619047619,845.999047619048,2650,2844,2640.838,-0.091619999999985,-2.03161999999998
26.5,28.56,846,10, ,26.4857142857143,28.5295238095238,27.507619047619,845.999523809524,2650,2856,2640.838,-0.091619999999985,-2.15161999999998
26.5,28.44,846,10, ,26.48,28.522380952381,27.5011904761905,846,2650,2844,2640.838,-0.091619999999985,-2.03161999999998
26.44,28.36,846,10, ,26.4742857142857,28.5085714285714,27.4914285714286,846,2644,2836,2640.838,-0.031619999999985,-1.95161999999998
26.5,28.42,846,10, ,26.4652380952381,28.4957142857143,27.4804761904762,846,2650,2842,2640.838,-0.091619999999985,-2.01161999999998
26.44,28.55,846,10, ,26.4590476190476,28.4833333333333,27.4711904761905,846,2644,2855,2640.838,-0.031619999999985,-2.14161999999998
26.44,28.63,846,10, ,26.4528571428571,28.4757142857143,27.4642857142857,846,2644,2863,2640.838,-0.031619999999985,-2.22161999999998
26.44,28.68,846,10, ,26.4466666666667,28.4761904761905,27.4614285714286,846,2644,2868,2640.838,-0.031619999999985,-2.27161999999998
26.44,28.61,846,10, ,26.4404761904762,28.4766666666667,27.4585714285714,846,2644,2861,2640.838,-0.031619999999985,-2.20161999999998
26.44,28.56,846,10, ,26.4342857142857,28.4766666666667,27.4554761904762,846,2644,2856,2640.838,-0.031619999999985,-2.15161999999998
26.44,28.44,846,10, ,26.4280952380952,28.4771428571429,27.4526190476191,846,2644,2844,2640.838,-0.031619999999985,-2.03161999999998
26.44,28.46,846,10, ,26.4219047619048,28.4723809523809,27.4471428571429,846,2644,2846,2640.838,-0.031619999999985,-2.05161999999998
26.44,28.38,846,10, ,26.4157142857143,28.46,27.4378571428571,846.019047619048,2644,2838,2640.838,-0.031619999999985,-1.97161999999998
26.44,28.33,846,10, ,26.4095238095238,28.4571428571429,27.4333333333333,846.049523809524,2644,2833,2640.838,-0.031619999999985,-1.92161999999998
26.37,28.4,846,10, ,26.4061904761905,28.4557142857143,27.4309523809524,846.067619047619,2637,2840,2640.838,0.038380000000016,-1.99161999999998
26.37,28.44,846,10, ,26.3971428571429,28.45,27.4235714285714,846.097619047619,2637,2844,2640.838,0.038380000000016,-2.03161999999998
26.37,28.46,846,10, ,26.3909523809524,28.4419047619048,27.4164285714286,846.134761904762,2637,2846,2640.838,0.038380000000016,-2.05161999999998
26.37,28.48,846,10, ,26.3847619047619,28.4323809523809,27.4085714285714,846.176190476191,2637,2848,2640.838,0.038380000000016,-2.07161999999998
26.37,28.49,846,10, ,26.3785714285714,28.4171428571429,27.3978571428571,846.22,2637,2849,2640.838,0.038380000000016,-2.08161999999998
26.37,28.49,846,10, ,26.372380952381,28.407619047619,27.39,846.265238095238,2637,2849,2640.838,0.038380000000016,-2.08161999999998
26.37,28.4,846,10, ,26.3661904761905,28.3976190476191,27.3819047619048,846.311428571429,2637,2840,2640.838,0.038380000000016,-1.99161999999998
26.37,28.34,846,10, ,26.36,28.3914285714286,27.3757142857143,846.358095238095,2637,2834,2640.838,0.038380000000016,-1.93161999999998
26.37,28.3,846.4,10, ,26.3538095238095,28.3880952380952,27.3709523809524,846.405238095238,2637,2830,2635.1592,-0.018407999999981,-1.94840799999998
26.37,28.38,846.64,10, ,26.347619047619,28.3904761904762,27.3690476190476,846.452380952381,2637,2838,2631.75192,-0.052480799999994,-2.06248079999999
26.37,28.33,846.38,10, ,26.3414285714286,28.3919047619048,27.3666666666667,846.5,2637,2833,2635.44314,-0.015568599999988,-1.97556859999999
26.31,28.3,846.63,10, ,26.3385714285714,28.3880952380952,27.3633333333333,846.547619047619,2631,2830,2631.89389,0.008938900000012,-1.98106109999999
26.31,28.38,846.78,10, ,26.3357142857143,28.3904761904762,27.3630952380952,846.595238095238,2631,2838,2629.76434,-0.012356599999985,-2.08235659999998
26.31,28.43,846.87,10, ,26.3328571428571,28.3919047619048,27.362380952381,846.642857142857,2631,2843,2628.48661,-0.025133900000001,-2.1451339
26.31,28.36,846.92,10, ,26.3271428571429,28.3880952380952,27.357619047619,846.690476190476,2631,2836,2627.77676,-0.032232399999994,-2.08223239999999
26.31,28.41,846.95,10, ,26.3214285714286,28.3904761904762,27.3559523809524,846.738095238095,2631,2841,2627.35085,-0.036491499999993,-2.13649149999999
26.31,28.35,846.97,10, ,26.3157142857143,28.3871428571428,27.3514285714286,846.785714285714,2631,2835,2627.06691,-0.039330900000005,-2.0793309
26.31,28.31,846.98,10, ,26.31,28.38,27.345,846.833333333333,2631,2831,2626.92494,-0.040750599999992,-2.04075059999999
26.31,28.39,846.99,10, ,26.3042857142857,28.3757142857143,27.34,846.880952380952,2631,2839,2626.78297,-0.042170299999998,-2.1221703
26.31,28.43,846.99,10, ,26.2985714285714,28.3780952380952,27.3383333333333,846.909523809524,2631,2843,2626.78297,-0.042170299999998,-2.1621703
26.31,28.36,847,10, ,26.2928571428571,28.3795238095238,27.3361904761905,846.926666666667,2631,2836,2626.641,-0.043589999999986,-2.09358999999999
26.31,28.32,847,10, ,26.2871428571429,28.3757142857143,27.3314285714286,846.956190476191,2631,2832,2626.641,-0.043589999999986,-2.05358999999999
26.31,28.49,847,10, ,26.2842857142857,28.3733333333333,27.3288095238095,846.973809523809,2631,2849,2626.641,-0.043589999999986,-2.22358999999999
26.31,28.49,847,10, ,26.2814285714286,28.3766666666667,27.3290476190476,846.984285714286,2631,2849,2626.641,-0.043589999999986,-2.22358999999999
26.25,28.4,847,10, ,26.2785714285714,28.3785714285714,27.3285714285714,846.990476190476,2625,2840,2626.641,0.016410000000014,-2.13358999999999
26.25,28.54,847,10, ,26.2757142857143,28.3795238095238,27.327619047619,846.994285714286,2625,2854,2626.641,0.016410000000014,-2.27358999999999
26.25,28.42,847,10, ,26.2728571428571,28.3757142857143,27.3242857142857,846.996666666667,2625,2842,2626.641,0.016410000000014,-2.15358999999999
26.25,28.25,847,10, ,26.27,28.3638095238095,27.3169047619048,846.998095238095,2625,2825,2626.641,0.016410000000014,-1.98358999999999
26.25,28.25,847,10, ,26.2642857142857,28.3519047619048,27.3080952380952,846.999047619048,2625,2825,2626.641,0.016410000000014,-1.98358999999999
26.25,28.35,847,10, ,26.2585714285714,28.34,27.2992857142857,847.018571428572,2625,2835,2626.641,0.016410000000014,-2.08358999999999
26.25,28.41,847,10, ,26.2528571428571,28.3280952380952,27.2904761904762,847.030476190476,2625,2841,2626.641,0.016410000000014,-2.14358999999999
26.25,28.25,847,10, ,26.2471428571429,28.3209523809524,27.2840476190476,847.037142857143,2625,2825,2626.641,0.016410000000014,-1.98358999999999
26.25,28.25,847,10, ,26.2414285714286,28.3166666666667,27.2790476190476,847.041428571428,2625,2825,2626.641,0.016410000000014,-1.98358999999999
26.25,28.45,847,10, ,26.2357142857143,28.3047619047619,27.2702380952381,847.062857142857,2625,2845,2626.641,0.016410000000014,-2.18358999999999
26.25,28.47,847,10, ,26.23,28.2928571428571,27.2614285714286,847.094761904762,2625,2847,2626.641,0.016410000000014,-2.20358999999999
26.25,28.38,847,10, ,26.2271428571429,28.2947619047619,27.2609523809524,847.11380952381,2625,2838,2626.641,0.016410000000014,-2.11358999999999
26.25,28.33,847,10, ,26.2242857142857,28.2866666666667,27.2554761904762,847.144285714286,2625,2833,2626.641,0.016410000000014,-2.06358999999999
26.25,28.1,847,10, ,26.2214285714286,28.2771428571429,27.2492857142857,847.181904761905,2625,2810,2626.641,0.016410000000014,-1.83358999999999
26.19,28.06,847,10, ,26.2185714285714,28.2714285714286,27.245,847.223333333333,2619,2806,2626.641,0.076410000000014,-1.79358999999999
26.19,28.14,847.4,10, ,26.2123809523809,28.2585714285714,27.2354761904762,847.267142857143,2619,2814,2620.9622,0.019622000000018,-1.93037799999998
26.19,28.18,847.24,10, ,26.2061904761905,28.2461904761905,27.2261904761905,847.312380952381,2619,2818,2623.23372,0.042337200000002,-1.9476628
26.19,28.21,847.14,10, ,26.2,28.2290476190476,27.2145238095238,847.358571428572,2619,2821,2624.65342,0.056534200000006,-1.96346579999999
26.19,28.23,847.09,10, ,26.1938095238095,28.2138095238095,27.2038095238095,847.405238095238,2619,2823,2625.36327,0.063632699999998,-1.9763673
26.19,28.24,847.45,10, ,26.187619047619,28.2047619047619,27.1961904761905,847.452380952381,2619,2824,2620.25235,0.012523500000007,-2.03747649999999
26.19,28.24,847.67,10, ,26.1814285714286,28.19,27.1857142857143,847.499523809524,2619,2824,2617.12901,-0.018709899999994,-2.06870989999999
26.19,28.44,847.4,10, ,26.1752380952381,28.1714285714286,27.1733333333333,847.547142857143,2619,2844,2620.9622,0.019622000000018,-2.23037799999998
26.19,28.37,847.64,10, ,26.1690476190476,28.1652380952381,27.1671428571429,847.594761904762,2619,2837,2617.55492,-0.014450799999995,-2.19445079999999
26.19,28.22,847.79,10, ,26.1628571428571,28.1566666666667,27.1597619047619,847.642380952381,2619,2822,2615.42537,-0.035746299999992,-2.06574629999999
26.19,28.13,847.87,10, ,26.1566666666667,28.1514285714286,27.1540476190476,847.69,2619,2813,2614.28961,-0.047103900000002,-1.9871039
26.12,27.98,847.92,10, ,26.1533333333333,28.1528571428571,27.1530952380952,847.737619047619,2612,2798,2613.57976,0.015797600000005,-1.84420239999999
26.12,28.09,847.95,10, ,26.15,28.1538095238095,27.1519047619048,847.76619047619,2612,2809,2613.15385,0.011538500000006,-1.95846149999999
26.12,28.05,847.97,10, ,26.1438095238095,28.1447619047619,27.1442857142857,847.802380952381,2612,2805,2612.86991,0.008699099999994,-1.92130090000001
26.12,27.93,847.98,10, ,26.1376190476191,28.1395238095238,27.1385714285714,847.843333333334,2612,2793,2612.72794,0.007279400000007,-1.80272059999999
26.12,28.06,847.99,10, ,26.1314285714286,28.1266666666667,27.1290476190476,847.886666666667,2612,2806,2612.58597,0.005859700000001,-1.9341403
26.12,28.14,847.99,10, ,26.1252380952381,28.1138095238095,27.1195238095238,847.912857142857,2612,2814,2612.58597,0.005859700000001,-2.0141403
26.12,28.08,848,10, ,26.1190476190476,28.0966666666667,27.1078571428571,847.928571428571,2612,2808,2612.444,0.004440000000013,-1.95555999999999
26.12,28.25,848,10, ,26.1128571428571,28.0723809523809,27.092619047619,847.957142857143,2612,2825,2612.444,0.004440000000013,-2.12555999999999
26.12,28.15,848,10, ,26.1066666666667,28.0528571428571,27.0797619047619,847.974285714286,2612,2815,2612.444,0.004440000000013,-2.02555999999999
26.12,27.99,848,10, ,26.1004761904762,28.0509523809524,27.0757142857143,847.984285714286,2612,2799,2612.444,0.004440000000013,-1.86555999999999
26.12,28.09,848,10, ,26.0942857142857,28.05,27.0721428571429,848.009523809524,2612,2809,2612.444,0.004440000000013,-1.96555999999999
26.12,28.16,848,10, ,26.0914285714286,28.0538095238095,27.072619047619,848.024761904762,2612,2816,2612.444,0.004440000000013,-2.03555999999999
26.06,27.99,848,10, ,26.0857142857143,28.0514285714286,27.0685714285714,848.052857142857,2606,2799,2612.444,0.064440000000013,-1.86555999999999
26.06,28.1,848,10, ,26.08,28.0452380952381,27.062619047619,848.07,2606,2810,2612.444,0.064440000000013,-1.97555999999999
26.06,27.96,848,10, ,26.0742857142857,28.0461904761905,27.0602380952381,848.099523809524,2606,2796,2612.444,0.064440000000013,-1.83555999999999
26.06,27.97,848,10, ,26.0685714285714,28.0419047619048,27.0552380952381,848.13619047619,2606,2797,2612.444,0.064440000000013,-1.84555999999999
26.06,27.88,848,10, ,26.0628571428571,28.0342857142857,27.0485714285714,848.177142857143,2606,2788,2612.444,0.064440000000013,-1.75555999999999
26.06,27.93,848,10, ,26.0571428571429,28.0204761904762,27.0388095238095,848.220476190476,2606,2793,2612.444,0.064440000000013,-1.80555999999999
26.06,27.96,848,10, ,26.0514285714286,27.997619047619,27.0245238095238,848.265714285714,2606,2796,2612.444,0.064440000000013,-1.83555999999999
26.06,28.18,848,10, ,26.0457142857143,27.9838095238095,27.0147619047619,848.311904761905,2606,2818,2612.444,0.064440000000013,-2.05555999999999
26.06,28.11,848.4,10, ,26.04,27.9804761904762,27.0102380952381,848.358571428572,2606,2811,2606.7652,0.007652000000016,-2.04234799999998
26.06,28.06,848.24,10, ,26.0314285714286,27.9690476190476,27.0002380952381,848.405714285714,2606,2806,2609.03672,0.030367200000001,-1.9696328
26,28.04,848.54,10, ,26.0228571428571,27.9571428571429,26.99,848.452857142857,2600,2804,2604.77762,0.047776200000008,-1.99222379999999
26,27.92,848.33,10, ,26.02,27.9552380952381,26.987619047619,848.500476190476,2600,2792,2607.75899,0.077589900000003,-1.8424101
26,27.95,848.6,10, ,26.0142857142857,27.9442857142857,26.9792857142857,848.548095238095,2600,2795,2603.9258,0.039258000000009,-1.91074199999999
26,27.97,848.76,10, ,26.0085714285714,27.942380952381,26.9754761904762,848.595714285714,2600,2797,2601.65428,0.016542800000007,-1.95345719999999
26,27.98,848.85,10, ,26.0028571428571,27.9366666666667,26.9697619047619,848.643333333333,2600,2798,2600.37655,0.003765500000009,-1.97623449999999
26,27.79,848.91,10, ,25.9971428571429,27.9380952380952,26.967619047619,848.690952380952,2600,2779,2599.52473,-0.00475269999999,-1.79475269999999
26,27.77,848.95,10, ,25.9914285714286,27.9390476190476,26.9652380952381,848.738571428572,2600,2777,2598.95685,-0.010431499999995,-1.7804315
26,27.86,848.97,10, ,25.9857142857143,27.9347619047619,26.9602380952381,848.786190476191,2600,2786,2598.67291,-0.013270899999989,-1.87327089999999
26,27.92,848.98,10, ,25.98,27.9223809523809,26.9511904761905,848.83380952381,2600,2792,2598.53094,-0.014690599999995,-1.93469059999999
25.94,27.85,848.99,10, ,25.9742857142857,27.9147619047619,26.9445238095238,848.862380952381,2594,2785,2598.38897,0.0438897,-1.8661103
25.94,27.91,848.99,10, ,25.9685714285714,27.9104761904762,26.9395238095238,848.898571428572,2594,2791,2598.38897,0.0438897,-1.9261103
26,27.95,849,10, ,25.9657142857143,27.9076190476191,26.9366666666667,848.920476190476,2600,2795,2598.247,-0.017529999999988,-1.96752999999999
25.94,27.87,849,10, ,25.9595238095238,27.9109523809524,26.9352380952381,848.952380952381,2594,2787,2598.247,0.042470000000012,-1.88752999999999
25.94,27.92,849,10, ,25.9533333333333,27.9128571428571,26.9330952380952,848.971428571428,2594,2792,2598.247,0.042470000000012,-1.93752999999999
25.94,27.85,849,10, ,25.9471428571429,27.9095238095238,26.9283333333333,848.982857142857,2594,2785,2598.247,0.042470000000012,-1.86752999999999
25.94,27.91,849,10, ,25.9409523809524,27.9028571428571,26.9219047619048,848.99,2594,2791,2598.247,0.042470000000012,-1.92752999999999
25.94,27.95,849,10, ,25.9347619047619,27.9033333333333,26.9190476190476,848.994285714286,2594,2795,2598.247,0.042470000000012,-1.96752999999999
25.94,27.87,849,10, ,25.9285714285714,27.8942857142857,26.9114285714286,848.996666666667,2594,2787,2598.247,0.042470000000012,-1.88752999999999
25.94,27.92,849,10, ,25.922380952381,27.8795238095238,26.9009523809524,848.998095238095,2594,2792,2598.247,0.042470000000012,-1.93752999999999
25.94,27.95,849,10, ,25.9161904761905,27.8609523809524,26.8885714285714,848.999047619048,2594,2795,2598.247,0.042470000000012,-1.96752999999999
25.94,27.97,849,10, ,25.9128571428571,27.85,26.8814285714286,848.999523809524,2594,2797,2598.247,0.042470000000012,-1.98752999999999
25.94,27.98,849,10, ,25.9095238095238,27.8385714285714,26.8740476190476,849,2594,2798,2598.247,0.042470000000012,-1.99752999999999
25.87,27.99,849,10, ,25.9033333333333,27.8266666666667,26.865,849,2587,2799,2598.247,0.112470000000012,-2.00752999999999
25.87,27.99,849,10, ,25.8971428571429,27.8242857142857,26.8607142857143,849.019047619048,2587,2799,2598.247,0.112470000000012,-2.00752999999999
25.87,27.9,849,10, ,25.8909523809524,27.8180952380952,26.8545238095238,849.049523809524,2587,2790,2598.247,0.112470000000012,-1.91752999999999
25.87,27.84,849,10, ,25.8847619047619,27.8195238095238,26.8521428571429,849.086666666667,2587,2784,2598.247,0.112470000000012,-1.85752999999999
25.87,27.8,849,10, ,25.8785714285714,27.8061904761905,26.842380952381,849.128095238095,2587,2780,2598.247,0.112470000000012,-1.81752999999999
25.87,27.58,849,10, ,25.872380952381,27.7933333333333,26.8328571428571,849.171904761905,2587,2758,2598.247,0.112470000000012,-1.59752999999999
25.87,27.55,849,10, ,25.8661904761905,27.7809523809524,26.8235714285714,849.217142857143,2587,2755,2598.247,0.112470000000012,-1.56752999999999
25.87,27.53,849,10, ,25.86,27.7685714285714,26.8142857142857,849.263333333333,2587,2753,2598.247,0.112470000000012,-1.54752999999999
25.87,27.62,849,10, ,25.8538095238095,27.7519047619048,26.8028571428571,849.31,2587,2762,2598.247,0.112470000000012,-1.63752999999999
25.87,27.67,849,10, ,25.8447619047619,27.7419047619048,26.7933333333333,849.357142857143,2587,2767,2598.247,0.112470000000012,-1.68752999999999
25.87,27.7,849,10, ,25.8357142857143,27.7314285714286,26.7835714285714,849.404285714286,2587,2770,2598.247,0.112470000000012,-1.71752999999999
25.81,27.82,849.4,10, ,25.83,27.72,26.775,849.451904761905,2581,2782,2592.5682,0.115682000000015,-1.89431799999998
25.81,27.79,849.64,10, ,25.8242857142857,27.6990476190476,26.7616666666667,849.499523809524,2581,2779,2589.16092,0.081609200000003,-1.8983908
25.81,27.88,849.78,10, ,25.8185714285714,27.6861904761905,26.752380952381,849.547142857143,2581,2788,2587.17334,0.061733400000012,-2.00826659999999
25.81,27.63,849.87,10, ,25.8128571428571,27.6738095238095,26.7433333333333,849.594761904762,2581,2763,2585.89561,0.048956100000014,-1.77104389999999
